192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
192,0.8767619132995605,0.9508330821990967,1.5070476531982422,1.8033323287963867,[0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000],[0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000],0.8275949954986572,0.7278398102228467,1.0,0.0,0.6023565844651203,None
